id,SentMessages,ReceivedMessages,MessagesOutsideWorkHours,SentFrequency,ReceivedFrequency,sent_received_ratio,UniqueRecipients,hidden_copy,carbon_copy,text_length,BytesSentReceivedRatio,question_marks,response_time,MessagesReadLater,DaysBetweenReceivedAndRead,answered_messages,unanswered_messages,unreplied_messages,mention_colleagues,MoodType,StressKeywordsPresent,SalaryChangeMentioned,VacationMentioned,polite_message,Resigned,Group
1457,23,66,0,15,36,2.75,3,0,0,66,2.07959888408492,0,1,5,0,18,0,0,0,0,0,0,0,0,0,Development Department
1458,11,53,0,4,31,4.416666666666667,2,0,0,139,0.8071540272701636,0,0,4,1,23,0,3,1,0,0,0,1,0,0,Research and Development
1459,13,55,1,9,29,3.9285714285714284,4,1,0,136,1.0458392619044508,0,3,4,0,12,0,4,0,0,0,0,1,0,0,Research and Development
1460,69,107,0,12,32,1.5285714285714285,5,1,2,142,0.8620381392207132,3,0,5,1,30,2,3,1,0,0,0,0,1,0,Quality Assurance
1461,29,74,4,7,21,2.466666666666667,5,2,0,193,1.3902820006674312,0,2,4,0,30,0,3,0,1,0,1,1,0,1,IT Infrastructure
1462,32,73,0,12,34,2.212121212121212,6,1,0,157,0.5705770394399178,0,2,3,0,27,0,0,1,1,0,0,1,0,1,Sales and Marketing
1463,68,102,9,14,28,1.4782608695652173,6,3,1,237,1.9259957827835483,0,7,6,0,33,0,2,1,0,0,0,1,0,1,Development Department
1464,32,120,4,9,38,3.6363636363636362,8,1,0,212,1.4057722599874343,4,6,4,3,18,0,4,1,0,0,1,1,0,1,IT Infrastructure
1465,22,99,0,9,33,4.304347826086956,6,6,1,135,1.9732462403831401,0,6,3,0,20,0,5,1,0,0,0,1,1,0,Research and Development
1466,18,60,2,11,33,3.1578947368421053,3,0,0,74,1.112184664074945,0,3,2,1,22,0,0,0,1,1,0,0,1,0,IT Infrastructure
1467,34,80,4,11,36,2.2857142857142856,11,0,0,94,0.7934663118009433,1,3,4,1,23,0,3,1,0,1,1,1,0,1,Development Department
1468,61,69,8,11,28,1.1129032258064515,4,2,3,115,0.8218259253769857,1,1,4,2,23,1,4,0,1,0,0,0,0,0,IT Infrastructure
1469,79,89,0,15,35,1.1125,8,2,2,266,1.2394735791282494,5,4,5,0,22,3,5,1,0,1,0,1,0,1,Research and Development
1470,10,92,1,10,35,8.363636363636363,2,0,0,155,0.811312446908242,1,1,4,2,29,0,3,0,1,0,0,0,0,0,IT Infrastructure
1471,89,137,12,18,35,1.5222222222222221,6,6,7,343,1.7183728279266977,0,1,6,4,23,1,7,1,1,1,1,0,0,1,Sales and Marketing
1472,11,96,0,10,29,8.0,3,1,0,218,1.9259548775518973,1,0,5,0,29,0,2,0,0,0,1,0,0,0,IT Infrastructure
1473,45,123,6,18,38,2.6739130434782608,4,1,0,147,1.633149934044227,0,5,6,2,26,1,6,1,0,0,1,1,0,1,Sales and Marketing
1474,28,108,0,11,37,3.7241379310344827,6,0,1,556,1.9562338613223387,6,4,6,0,23,0,4,0,0,0,1,0,1,1,IT Infrastructure
1475,89,139,0,17,36,1.5444444444444445,7,3,3,178,1.3705492231953254,1,8,5,3,30,1,6,1,0,0,1,1,0,1,Research and Development
1476,48,63,0,13,27,1.2857142857142858,5,1,0,91,1.257550647010189,0,6,3,0,31,0,2,1,0,1,0,1,0,0,Quality Assurance
1477,78,80,0,16,30,1.0126582278481013,6,2,0,178,1.3241433908238245,0,7,5,0,13,3,3,1,0,0,0,0,0,1,Quality Assurance
1478,106,144,14,14,36,1.3457943925233644,7,5,1,253,0.8133043382878675,1,4,5,2,31,1,3,1,0,1,1,1,0,1,Sales and Marketing
1479,63,107,8,12,38,1.671875,5,1,0,114,1.3185931421420691,0,6,3,2,26,2,5,0,0,0,0,0,0,1,Sales and Marketing
1480,71,119,0,10,26,1.6527777777777777,11,17,5,156,1.3622188628235077,5,5,6,1,27,1,3,1,0,0,0,1,1,1,Quality Assurance
1481,31,103,4,12,31,3.21875,3,1,0,116,1.7434472803099625,0,6,5,2,27,0,3,0,0,1,1,1,0,1,Research and Development
1482,81,79,0,21,31,0.9634146341463414,8,4,2,157,1.0507816234867673,2,6,4,1,24,3,5,0,0,1,1,0,0,0,Research and Development
1483,26,67,0,10,32,2.4814814814814814,5,1,1,193,0.7127850735970461,0,1,4,2,16,1,4,1,0,0,0,1,1,1,IT Infrastructure
1484,24,70,0,10,26,2.8,2,0,0,98,1.4801937579620315,0,1,4,1,15,0,3,0,1,0,1,0,0,1,Sales and Marketing
1485,90,132,0,14,34,1.4505494505494505,5,0,0,253,1.7254539145701269,0,1,6,1,23,0,4,1,1,0,0,1,0,1,Research and Development
1486,11,99,0,7,32,8.25,7,0,1,81,2.2018395718080117,0,0,4,0,24,0,4,0,0,0,0,1,0,0,Development Department
1487,18,101,2,4,28,5.315789473684211,9,0,4,214,0.79485553349356,1,1,4,1,24,0,2,1,0,0,0,0,0,0,IT Infrastructure
1488,38,77,0,10,32,1.9743589743589745,8,9,0,100,1.6787574869461261,0,2,5,2,27,1,5,0,1,1,0,0,0,1,IT Infrastructure
1489,80,89,0,14,30,1.0987654320987654,5,1,0,117,1.4267230578625156,1,6,4,1,24,2,5,1,1,1,1,1,0,1,Quality Assurance
1490,59,72,0,16,35,1.2,5,2,2,173,0.5590057727638433,0,5,3,2,23,2,4,1,0,1,0,0,1,0,Sales and Marketing
1491,31,104,0,13,29,3.25,5,1,1,182,1.6748624072099816,1,1,3,1,30,1,1,0,0,0,0,0,0,1,Research and Development
1492,55,70,7,11,33,1.25,9,3,2,121,0.576801880807445,1,1,3,2,29,2,2,0,1,1,0,0,0,0,Research and Development
1493,15,58,0,7,28,3.625,7,2,3,63,1.7866342395851378,0,2,4,1,25,0,3,1,1,0,0,0,0,0,IT Infrastructure
1494,60,114,8,15,32,1.8688524590163935,7,1,2,130,1.6380488621587517,0,7,4,2,16,0,2,1,0,0,0,0,1,0,Sales and Marketing
1495,21,64,0,6,34,2.909090909090909,2,1,0,113,1.619152861989625,0,4,3,1,31,0,3,0,0,0,1,0,1,0,Sales and Marketing
1496,24,95,3,10,35,3.8,5,4,0,172,0.7939942537473631,3,2,3,2,21,0,3,1,0,0,0,0,0,1,Sales and Marketing
1497,63,98,0,14,31,1.53125,7,3,0,105,1.9244869358359646,3,4,6,1,26,1,5,1,0,0,0,0,0,0,Quality Assurance
1498,114,127,15,17,34,1.1043478260869566,9,7,1,139,1.8815000664615107,1,9,5,4,32,5,5,1,0,0,1,1,0,1,Research and Development
1499,88,94,0,16,26,1.0561797752808988,8,0,1,183,1.8820768783620965,0,2,4,3,28,2,4,1,0,1,1,1,0,1,Sales and Marketing
1500,81,83,0,13,40,1.0121951219512195,11,1,1,139,1.0709094374783623,0,0,4,1,26,2,4,1,0,0,1,1,1,1,Quality Assurance
1501,77,112,10,16,38,1.435897435897436,6,2,2,179,1.2813363726622007,0,4,5,1,27,1,6,0,0,1,1,0,0,1,Development Department
1502,17,59,2,15,35,3.2777777777777777,5,3,0,45,0.7706763379017443,0,4,3,1,24,0,3,1,0,0,0,0,0,0,IT Infrastructure
1503,31,112,0,9,26,3.5,3,0,0,130,0.6816430364794142,3,3,6,3,26,0,3,1,0,1,0,1,0,1,Research and Development
1504,29,74,4,11,30,2.466666666666667,7,2,1,212,0.6621662041689415,1,1,3,1,28,0,1,0,0,0,1,1,1,1,Research and Development
1505,66,111,9,13,33,1.6567164179104477,6,0,1,123,1.4028559071633813,0,8,4,1,20,2,6,1,0,0,0,1,0,0,IT Infrastructure
1506,79,122,0,13,25,1.525,14,22,3,228,1.0278547309517743,5,11,5,0,24,3,5,1,0,0,1,1,0,1,Development Department
1507,32,77,0,14,37,2.3333333333333335,9,5,1,74,1.4393334258399442,1,5,4,0,27,0,4,1,1,1,0,1,0,1,Quality Assurance
1508,39,109,0,14,41,2.725,5,1,2,91,1.4707465286530732,0,4,4,3,15,1,7,0,1,0,0,1,0,1,IT Infrastructure
1509,26,111,0,14,44,4.111111111111111,5,7,0,178,1.9839268898953257,0,7,5,3,23,0,4,0,1,0,1,1,0,1,Quality Assurance
1510,24,116,3,13,29,4.64,5,0,1,142,1.9626248720768869,0,5,6,0,18,0,3,1,0,1,0,1,0,1,Quality Assurance
1511,76,120,0,17,35,1.5584415584415585,8,2,3,146,1.6246284649784621,2,3,7,0,29,3,6,0,0,0,1,0,0,0,Quality Assurance
1512,36,107,0,13,40,2.891891891891892,5,0,0,243,1.8145117927773846,5,8,4,4,18,1,3,1,0,0,0,1,0,1,Development Department
1513,87,90,12,15,33,1.0227272727272727,11,2,5,128,0.5354212777245811,0,6,4,2,25,2,3,0,0,0,1,0,0,1,Development Department
1514,11,53,0,11,29,4.416666666666667,7,0,1,63,0.6558027047793373,0,0,3,0,19,0,0,0,0,0,0,1,0,0,Quality Assurance
1515,68,102,9,14,25,1.4782608695652173,9,1,1,111,1.2322287943924344,0,3,4,4,27,0,1,1,0,0,0,0,0,0,Sales and Marketing
1516,58,71,8,13,39,1.2033898305084745,4,4,0,81,1.5166422621745503,0,4,5,2,29,1,4,0,0,0,0,0,0,0,Research and Development
1517,86,138,11,16,36,1.5862068965517242,9,2,4,239,1.7387125173381333,0,11,5,5,32,3,3,1,0,0,0,1,0,1,Development Department
1518,69,133,9,15,32,1.9,9,1,0,155,1.2279004702763454,3,12,6,1,27,2,2,1,0,1,0,1,0,1,Sales and Marketing
1519,13,97,0,10,35,6.928571428571429,3,1,0,234,2.1181081214552084,0,1,4,1,15,0,3,1,0,0,0,0,0,0,Sales and Marketing
1520,27,115,0,17,35,4.107142857142857,6,2,1,83,1.8456921778431692,0,7,3,2,35,0,4,1,1,0,0,0,0,1,Research and Development
1521,21,97,0,19,34,4.409090909090909,3,4,1,224,0.786406171053482,1,0,5,3,21,0,2,1,0,1,0,1,0,0,Quality Assurance
1522,93,93,0,16,32,0.9893617021276596,8,3,1,195,1.1899483468760967,2,7,2,0,29,1,3,1,1,0,0,1,1,1,Sales and Marketing
1523,32,74,4,12,41,2.242424242424242,6,3,0,115,2.0595900648751644,1,0,4,1,24,0,2,1,0,0,1,1,0,1,Sales and Marketing
1524,34,75,0,16,32,2.142857142857143,7,1,2,72,1.1791984808156324,0,3,3,1,24,0,0,1,1,0,0,1,0,1,Sales and Marketing
1525,22,65,3,11,40,2.8260869565217392,2,0,0,57,1.1641872999747842,0,2,3,2,17,0,3,1,0,0,0,0,0,0,Quality Assurance
1526,70,73,9,13,36,1.028169014084507,11,2,0,232,0.971965606520996,0,7,3,1,28,3,5,0,0,0,0,0,0,0,Quality Assurance
1527,72,71,0,11,34,0.9726027397260274,11,2,0,159,1.2589115858762312,1,4,3,1,35,0,4,0,0,0,0,0,0,0,Development Department
1528,58,117,0,16,34,1.9830508474576272,6,1,1,184,1.6542771971959722,1,7,6,3,15,1,3,0,0,1,1,1,1,0,Development Department
1529,36,80,0,13,38,2.1621621621621623,5,2,1,121,0.6360727372497574,0,6,5,2,23,0,4,1,1,0,1,0,0,1,Sales and Marketing
1530,35,113,4,11,35,3.138888888888889,3,0,1,247,1.8477430963607029,0,1,4,3,17,0,4,1,0,1,1,1,0,1,Quality Assurance
1531,41,117,5,15,30,2.7857142857142856,4,4,0,123,1.9599408431073384,0,1,6,0,28,1,5,1,0,0,0,1,0,1,Quality Assurance
1532,85,91,0,12,28,1.058139534883721,13,19,5,127,1.7033830211480465,0,1,7,1,33,3,1,1,1,1,1,1,0,1,Research and Development
1533,23,66,0,8,34,2.75,9,2,3,99,1.9559523179685308,1,1,6,1,21,0,1,1,0,0,0,0,1,1,Sales and Marketing
1534,77,141,0,13,31,1.8076923076923077,11,3,1,169,0.6965874859328004,1,5,7,4,27,3,6,1,0,0,1,1,1,1,Development Department
1535,82,121,11,13,35,1.4578313253012047,9,2,0,422,1.2188963641369672,1,0,3,2,22,3,6,1,0,0,1,1,0,1,Research and Development
1536,72,137,0,13,40,1.8767123287671232,5,1,2,120,0.662865054602757,1,3,5,4,14,3,6,1,0,1,0,1,0,1,Quality Assurance
1537,63,108,0,14,35,1.6875,8,12,1,87,1.8058789389391696,0,0,4,1,24,1,1,0,1,0,0,1,0,0,Development Department
1538,20,103,2,13,30,4.904761904761905,8,0,1,86,2.07596299876686,1,1,4,0,20,0,5,0,0,0,1,0,0,0,Sales and Marketing
1539,13,55,1,12,39,3.9285714285714284,5,1,0,143,1.06448395881455,1,1,4,1,21,0,1,0,0,1,0,0,0,0,Quality Assurance
1540,91,89,12,18,37,0.967391304347826,8,1,3,144,1.3321137077610765,2,7,3,0,11,2,3,1,1,0,0,0,1,1,Sales and Marketing
1541,28,122,0,13,39,4.206896551724138,3,1,0,99,1.0727201303133884,1,9,5,2,13,0,6,0,0,0,0,0,0,1,Research and Development
1542,56,104,7,12,23,1.8245614035087718,5,0,0,162,1.1230456153495685,1,1,4,3,17,0,4,1,0,0,0,1,1,0,Research and Development
1543,29,120,0,11,36,4.0,9,7,3,133,1.3348364362601157,1,6,6,1,22,0,2,1,0,0,0,1,0,1,Research and Development
1544,26,108,0,10,38,4.0,12,2,6,191,1.806203738319899,2,2,5,1,25,0,5,1,0,1,0,1,1,1,IT Infrastructure
1545,59,108,0,11,42,1.8,6,5,1,257,0.7744962264731976,0,8,6,3,19,0,4,1,0,0,0,0,0,0,Sales and Marketing
1546,54,105,0,15,26,1.9090909090909092,7,11,1,1072,0.7928541819712901,3,3,6,2,23,1,4,1,0,0,0,0,0,0,Research and Development
1547,69,121,0,16,40,1.7285714285714286,6,3,2,110,0.8546502418655504,0,3,6,2,23,2,6,1,0,0,0,1,0,1,Research and Development
1548,76,115,10,16,43,1.4935064935064934,6,2,2,94,0.6245334386626737,0,6,6,2,36,1,3,1,0,0,0,0,1,1,Sales and Marketing
1549,35,76,0,12,22,2.111111111111111,4,0,0,182,1.528530716439566,2,6,4,1,21,1,1,1,0,0,0,1,1,1,Research and Development
1550,70,114,9,14,37,1.6056338028169015,7,7,1,309,0.8329654443664881,7,3,5,0,24,0,6,0,0,0,0,0,0,1,Sales and Marketing
1551,34,141,0,13,38,4.0285714285714285,5,2,0,118,1.2771641275213845,1,2,5,1,18,0,4,0,0,0,1,0,0,1,Quality Assurance
1552,77,80,0,15,31,1.0256410256410255,8,1,1,80,1.5591547299503266,1,6,6,2,17,3,6,1,0,0,1,0,1,1,Sales and Marketing
1553,25,109,3,9,32,4.1923076923076925,6,1,1,168,1.2991892111767231,0,7,4,3,25,0,1,1,0,0,0,0,1,1,Sales and Marketing
1554,71,133,9,15,39,1.8472222222222223,4,0,0,570,1.914442308992748,8,10,6,5,24,0,5,1,1,1,0,0,0,1,IT Infrastructure
1555,21,105,0,13,31,4.7727272727272725,1,0,0,99,1.7969340445303155,0,7,4,1,19,0,4,1,0,0,1,0,0,0,Quality Assurance
1556,14,86,1,10,32,5.733333333333333,1,0,0,119,1.0815332779063151,2,0,8,2,22,0,5,1,0,0,0,1,0,0,IT Infrastructure
1557,10,52,0,12,36,4.7272727272727275,1,0,0,43,0.8374329660801106,0,0,1,0,12,0,4,0,0,1,1,0,0,0,Research and Development
1558,80,129,11,17,44,1.5925925925925926,7,3,2,162,1.8894344747640892,5,9,4,1,35,3,3,0,0,0,1,0,0,1,Sales and Marketing
1559,107,126,0,15,37,1.1666666666666667,11,2,1,172,1.1303614998959963,2,5,7,0,20,1,4,0,0,0,0,1,0,1,Quality Assurance
1560,87,126,12,20,36,1.4318181818181819,5,6,1,478,1.1167222859345838,1,5,4,2,36,0,3,1,0,0,0,0,0,1,IT Infrastructure
1561,63,70,0,18,30,1.09375,4,2,1,90,1.7478186136308613,0,3,4,1,25,2,1,0,1,0,0,0,1,0,Sales and Marketing
1562,14,106,1,11,29,7.066666666666666,7,1,0,182,0.7260321838063848,3,1,4,3,19,0,4,0,0,1,0,1,0,0,Development Department
1563,10,100,1,8,39,9.090909090909092,1,0,0,92,1.4493957007753397,0,6,5,3,24,0,5,0,0,0,0,0,1,0,IT Infrastructure
1564,17,62,0,14,31,3.4444444444444446,6,4,1,106,1.6748134324612478,1,3,3,0,19,0,3,0,0,0,0,0,0,0,Quality Assurance
1565,70,82,9,15,39,1.1549295774647887,9,4,1,740,1.8076775828492693,2,2,4,2,30,3,3,1,0,0,0,0,0,1,IT Infrastructure
1566,20,63,0,6,30,3.0,3,0,0,411,1.917813280893682,0,3,4,1,23,0,2,0,0,0,0,0,0,0,IT Infrastructure
1567,21,61,0,12,29,2.772727272727273,5,1,1,483,1.2817020714464677,0,2,3,2,25,0,2,1,1,1,0,0,0,0,IT Infrastructure
1568,88,142,12,13,38,1.595505617977528,10,7,4,233,1.8194265040216056,2,6,7,2,32,3,6,1,0,0,1,1,1,1,Research and Development
1569,66,72,0,9,32,1.0746268656716418,8,3,0,118,0.5858814469928162,0,7,4,0,24,0,5,0,0,0,1,1,0,0,Development Department
1570,24,66,0,12,26,2.64,11,3,1,132,1.0373383331312813,1,2,4,0,26,0,3,1,1,0,0,1,0,1,Quality Assurance
1571,92,88,0,18,42,0.946236559139785,7,8,1,206,0.544134550560554,0,6,5,1,30,3,4,1,0,1,0,1,0,1,Quality Assurance
1572,73,118,10,11,32,1.5945945945945945,11,0,1,210,0.7961258978856628,1,2,6,0,33,3,6,1,0,0,0,0,1,0,Quality Assurance
1573,87,83,0,19,37,0.9431818181818182,12,0,2,102,1.6153923618401413,1,3,5,2,25,4,6,1,0,0,0,1,0,1,Sales and Marketing
1574,96,133,0,13,39,1.3711340206185567,10,8,2,136,0.5477702599407142,0,7,7,3,35,1,6,1,1,1,1,0,0,1,Quality Assurance
1575,40,125,5,15,29,3.048780487804878,6,0,1,128,1.3760466571996426,0,9,5,2,19,1,2,1,0,1,1,0,0,1,Quality Assurance
1576,14,56,1,7,27,3.7333333333333334,3,0,0,197,1.232979226542907,2,4,5,1,11,0,4,0,1,0,1,0,0,0,Development Department
1577,36,108,4,8,33,2.918918918918919,5,4,0,311,0.7718737535394162,6,7,5,4,16,0,4,1,0,0,0,0,0,1,Sales and Marketing
1578,22,65,3,12,28,2.8260869565217392,6,2,0,1565,1.6132340345218579,4,4,2,0,20,0,3,0,0,0,1,0,0,0,Sales and Marketing
1579,17,59,2,6,41,3.2777777777777777,4,1,1,130,1.6380191306045928,1,0,4,0,22,0,3,1,0,0,0,1,0,0,IT Infrastructure
1580,55,113,0,8,33,2.017857142857143,6,2,2,115,1.6500585265393468,2,9,6,0,24,2,5,1,0,0,0,1,0,0,Research and Development
1581,41,135,0,12,39,3.2142857142857144,8,1,1,141,1.7443898967926266,1,10,6,2,27,1,6,1,0,1,0,1,0,1,Sales and Marketing
1582,22,105,3,12,36,4.565217391304348,2,0,0,127,1.1094443971371448,2,1,3,2,15,0,6,0,0,0,0,1,0,0,Sales and Marketing
1583,55,112,7,10,36,2.0,4,1,0,443,2.0511939334472147,10,5,2,2,33,2,4,0,0,0,0,1,0,0,Development Department
1584,67,79,9,17,33,1.161764705882353,7,1,1,231,0.644283550551185,5,3,3,0,32,1,5,1,0,0,0,1,0,1,Quality Assurance
1585,58,116,0,16,40,1.9661016949152543,7,4,1,102,1.5305261023004433,1,7,6,2,29,1,5,1,0,0,0,1,0,0,Sales and Marketing
1586,11,80,0,8,29,6.666666666666667,3,0,0,103,2.1561626460000984,0,0,5,0,27,0,1,1,0,0,0,0,0,0,Sales and Marketing
1587,63,106,8,14,43,1.65625,6,0,1,93,0.8861531923147845,0,7,5,0,17,3,2,0,0,0,0,0,1,0,Research and Development
1588,60,108,8,14,28,1.7704918032786885,8,1,0,224,0.9703021467245213,0,8,4,0,28,2,1,0,0,1,1,1,0,0,Development Department
1589,54,65,7,12,36,1.1818181818181819,6,1,1,85,1.3994207029333363,0,0,2,0,28,2,3,0,0,1,0,1,1,0,Research and Development
1590,12,56,0,8,25,4.3076923076923075,1,0,0,67,1.8011171645698838,0,0,3,0,25,0,2,1,0,1,0,0,0,0,Sales and Marketing
1591,79,105,0,11,32,1.3125,5,1,4,86,1.0327954743569472,0,1,5,2,31,3,5,1,1,0,1,1,1,1,Sales and Marketing
1592,76,103,10,10,35,1.3376623376623376,6,0,0,258,1.7952926156025386,0,8,3,3,28,3,5,0,0,0,1,0,0,0,Development Department
1593,23,61,3,10,30,2.5416666666666665,9,0,0,256,0.9378156795155065,0,0,4,2,24,0,0,0,0,0,0,0,0,0,IT Infrastructure
1594,68,84,0,11,32,1.2173913043478262,5,2,3,101,1.8480717671431681,0,8,4,2,31,0,5,0,0,0,0,1,0,1,IT Infrastructure
1595,21,69,0,8,25,3.1363636363636362,5,0,0,101,0.9735205952938287,0,3,5,0,18,0,1,1,0,1,0,0,0,0,Sales and Marketing
1596,30,71,4,12,28,2.2903225806451615,4,0,0,92,1.4948624109262774,0,1,4,1,24,1,4,0,0,0,1,1,0,1,Sales and Marketing
1597,60,118,8,15,37,1.9344262295081966,4,2,0,148,1.0947196065949159,2,1,4,2,22,2,6,0,0,0,1,1,0,0,Research and Development
1598,14,85,0,5,33,5.666666666666667,5,2,0,83,1.1527391685282682,1,0,5,0,20,0,4,0,0,0,0,0,0,0,Research and Development
1599,50,62,0,12,29,1.2156862745098038,8,5,1,69,1.0674639423457686,1,1,4,1,11,0,3,1,0,0,1,1,0,0,Research and Development
1600,58,66,0,13,39,1.11864406779661,6,4,1,368,1.282361443718126,4,0,2,0,20,2,1,1,0,0,0,0,0,0,Quality Assurance
1601,86,140,0,13,29,1.6091954022988506,12,2,0,104,1.815848741989637,0,10,5,3,25,3,6,1,0,0,0,0,0,0,Sales and Marketing
1602,61,123,8,13,33,1.9838709677419355,12,6,4,223,1.6984934830784773,2,3,5,0,23,1,3,0,0,0,0,0,0,0,Quality Assurance
1603,11,54,0,7,29,4.5,5,1,0,104,1.3090113293914576,1,0,3,1,19,0,2,1,0,0,0,1,1,0,IT Infrastructure
1604,67,109,9,19,38,1.6029411764705883,7,0,1,519,0.9713286693227825,3,8,5,0,19,1,5,0,0,0,0,0,0,0,Sales and Marketing
1605,70,77,9,20,33,1.0845070422535212,5,1,1,121,1.813986682726152,1,4,4,3,24,1,4,1,0,0,1,0,0,0,Sales and Marketing
1606,63,117,0,8,34,1.828125,8,0,6,139,1.8601212677953447,0,0,4,0,30,2,4,0,1,0,0,0,1,0,Development Department
1607,19,103,0,11,24,5.15,6,0,1,98,1.3350144509414803,0,1,3,2,20,0,4,0,0,0,1,1,1,0,Sales and Marketing
1608,24,67,0,12,37,2.68,3,0,0,139,1.624168787437423,0,1,3,2,28,0,3,0,0,0,0,1,0,1,IT Infrastructure
1609,74,100,0,17,32,1.3333333333333333,7,8,2,112,1.0938953458596306,1,9,5,2,32,0,4,1,0,0,1,1,1,1,Sales and Marketing
1610,10,53,0,8,32,4.818181818181818,7,4,0,52,0.8681919753305081,0,1,4,1,17,0,1,0,0,0,0,0,1,0,Quality Assurance
1611,29,109,4,14,30,3.6333333333333333,7,1,2,108,1.09122435427012,0,6,5,1,25,1,5,0,0,0,0,1,0,1,Sales and Marketing
1612,83,82,11,16,29,0.9761904761904762,10,1,0,91,1.5524121921490386,0,7,3,1,20,3,4,1,1,0,1,1,0,1,Quality Assurance
1613,61,65,8,19,40,1.0483870967741935,5,0,0,75,1.6855661082111693,1,4,4,1,20,1,3,1,0,1,0,1,0,0,Research and Development
1614,65,85,9,8,25,1.2878787878787878,9,2,1,151,1.8161194532407745,0,0,3,3,26,0,4,1,0,1,1,1,0,1,Research and Development
1615,81,128,11,11,30,1.5609756097560976,8,3,2,162,0.5733983184081297,1,11,8,0,29,3,4,1,0,1,0,0,0,1,Development Department
1616,71,67,9,15,40,0.9305555555555556,10,6,1,195,1.2575258605033353,0,3,3,0,34,0,4,1,0,0,0,0,0,0,Sales and Marketing
1617,16,58,0,8,35,3.411764705882353,8,0,0,106,1.0132361066547508,0,0,4,0,20,0,2,0,0,0,1,1,0,0,Research and Development
1618,80,142,11,14,34,1.7530864197530864,10,2,2,125,1.5785318635446208,0,10,4,2,27,0,6,1,0,1,1,1,0,1,Research and Development
1619,69,117,0,19,40,1.6714285714285715,8,11,1,92,0.9181398603165557,0,9,4,0,26,3,5,1,0,1,0,1,1,1,Development Department
1620,60,68,0,16,34,1.1147540983606556,8,0,0,76,1.3828629329501487,1,5,5,2,34,0,1,1,0,0,0,1,1,0,Development Department
1621,63,69,0,19,33,1.078125,8,2,2,227,1.6002877286915107,1,3,3,1,32,0,0,0,0,1,1,0,0,0,Sales and Marketing
1622,81,113,11,10,36,1.3780487804878048,15,2,5,264,1.696438842877265,1,11,4,2,29,3,6,1,0,0,0,0,1,0,Quality Assurance
1623,24,109,3,12,36,4.36,5,0,1,249,1.035002435379187,0,0,5,1,26,0,1,0,1,0,0,1,0,0,Sales and Marketing
1624,74,134,10,13,38,1.7866666666666666,9,6,1,294,0.6853482196680144,0,1,5,2,28,2,2,1,1,0,1,0,0,1,Quality Assurance
1625,20,62,2,10,43,2.9523809523809526,4,1,0,224,0.9166414797961617,2,1,3,0,27,0,1,1,0,1,0,1,0,0,Development Department
1626,78,109,0,10,33,1.379746835443038,9,2,3,208,1.4400895256702804,0,1,3,1,31,2,2,0,0,1,0,1,0,0,IT Infrastructure
1627,68,88,9,15,33,1.2753623188405796,8,1,0,577,0.5989346480105148,0,3,5,0,24,0,2,0,0,1,0,1,0,1,Sales and Marketing
1628,53,63,7,17,26,1.1666666666666667,8,5,1,151,0.7732929021570341,1,4,3,0,25,1,1,0,0,1,0,1,1,0,IT Infrastructure
1629,17,58,2,8,32,3.2222222222222223,2,0,0,469,2.089878758137904,12,1,4,1,22,0,3,1,0,0,1,1,0,0,Quality Assurance
1630,77,123,0,15,44,1.5769230769230769,7,1,2,132,1.120804847231111,0,0,6,3,27,3,6,0,0,0,0,1,0,1,Sales and Marketing
1631,88,121,0,10,39,1.3595505617977528,7,6,1,131,1.285575928395035,1,6,6,3,25,3,2,1,0,0,0,1,1,1,IT Infrastructure
1632,64,121,8,13,32,1.8615384615384616,4,3,2,153,0.5723568977385094,0,6,4,4,27,2,4,1,0,0,0,1,0,1,IT Infrastructure
1633,76,77,0,15,33,1.0,9,5,1,137,1.4178616875434462,0,7,4,0,24,1,2,1,0,0,1,0,0,1,Sales and Marketing
1634,55,64,7,14,26,1.1428571428571428,8,3,2,103,1.0222337409340214,1,0,1,0,21,2,3,1,0,1,1,1,0,0,IT Infrastructure
1635,80,109,0,22,29,1.345679012345679,5,1,1,227,1.3356602145818934,1,4,6,1,26,3,3,1,0,1,0,0,1,0,Sales and Marketing
1636,68,113,9,21,35,1.6376811594202898,7,7,1,155,1.3383079499108421,0,2,5,3,27,1,2,0,0,0,0,1,0,1,IT Infrastructure
1637,17,58,0,11,29,3.2222222222222223,4,1,0,72,2.0478528405195253,1,0,4,1,27,0,4,0,0,0,0,1,0,0,Development Department
1638,73,72,10,9,28,0.972972972972973,6,1,2,108,0.9315746869753757,0,2,4,2,29,2,5,1,0,0,0,1,0,0,Sales and Marketing
1639,70,75,0,16,35,1.056338028169014,7,1,1,341,1.3873395215981108,3,6,5,2,31,1,3,1,0,0,0,0,0,0,Development Department
1640,55,63,7,15,32,1.125,10,0,0,155,1.1060788946345095,0,1,4,2,33,1,0,0,0,1,0,1,0,0,Research and Development
1641,19,124,0,10,27,6.2,5,0,2,98,1.3189997149609478,0,8,5,0,18,0,4,0,0,0,0,0,0,0,Development Department
1642,15,57,2,15,22,3.5625,5,0,0,292,0.6902135938654179,1,3,5,1,24,0,4,1,0,1,0,0,1,0,IT Infrastructure
1643,69,71,9,12,30,1.0142857142857142,8,1,8,181,1.5631080904864088,0,0,5,2,29,0,2,1,0,1,0,0,0,0,Quality Assurance
1644,13,96,0,17,25,6.857142857142857,4,0,0,167,0.9986423976136691,0,1,5,1,22,0,1,1,0,0,0,0,0,0,Development Department
