id,SentMessages,ReceivedMessages,MessagesOutsideWorkHours,SentFrequency,ReceivedFrequency,SentReceivedRatio,UniqueRecipients,HiddenCopy,CarbonCopy,TextLength,BytesSentReceivedRatio,QuestionMarks,ResponseTime,MessagesReadLater,DaysBetweenReceivedAndRead,AnsweredMessages,UnansweredMessages,UnrepliedMessages,MentionColleagues,MoodType,StressKeywordsPresent,SalaryChangeMentioned,VacationMentioned,PoliteMessage,Resigned,Group
1510,70,81,2,13,13,1.1408450704225352,10,2,3,206,1.5462412203982365,3,6,3,1,24,13,10,1,0,1,0,0,0,0,Quality Assurance
1511,69,93,2,14,17,1.3285714285714285,4,3,1,286,1.1637915719768626,5,2,5,0,24,8,5,2,0,0,0,0,1,1,Quality Assurance
1512,63,80,2,11,14,1.25,5,2,4,403,1.9446586956618568,4,5,5,2,20,10,16,1,0,3,0,0,0,0,Development Department
1513,71,109,2,13,17,1.5138888888888888,12,3,4,163,1.9732581190002882,4,3,3,0,29,17,6,2,1,0,0,0,0,1,Development Department
1514,82,119,3,18,26,1.4337349397590362,10,2,6,166,0.8655523012235548,5,3,5,0,23,18,5,3,0,0,0,0,0,1,Quality Assurance
1515,82,79,3,14,12,0.9518072289156626,4,3,3,93,0.587649411884983,4,5,5,3,26,12,10,4,0,3,0,1,0,0,Sales and Marketing
1516,69,76,2,11,9,1.0857142857142856,4,1,4,80,1.2464234505742005,3,3,6,1,17,16,10,1,0,2,0,0,0,0,Research and Development
1517,68,83,2,23,13,1.2028985507246377,7,1,5,91,0.7532205229029135,4,3,4,2,24,14,8,0,0,3,0,0,0,0,Development Department
1518,69,84,2,16,16,1.2,3,1,2,80,1.132176675796603,4,3,4,1,10,15,4,1,0,1,0,0,0,1,Sales and Marketing
1519,57,75,2,8,15,1.293103448275862,6,4,3,159,1.4845722842481088,4,4,5,2,18,7,14,1,0,0,0,0,0,0,Sales and Marketing
1520,74,100,2,13,15,1.3333333333333333,8,2,2,130,0.9048509606231951,4,3,5,0,28,15,6,0,0,0,0,0,0,1,Research and Development
1521,77,92,3,11,16,1.1794871794871795,5,2,1,112,1.119604101195449,5,2,4,1,22,5,4,1,0,1,0,0,0,1,Quality Assurance
1522,72,61,2,12,15,0.8356164383561644,6,4,1,300,1.8908808039523626,3,4,5,1,29,9,13,1,0,2,0,0,0,0,Sales and Marketing
1523,80,99,3,13,23,1.2222222222222223,3,5,1,102,1.3935953649390564,4,2,4,0,36,9,8,1,1,1,0,0,0,1,Sales and Marketing
1524,70,87,2,12,16,1.2253521126760563,12,2,3,383,1.814003442335439,5,3,5,0,31,16,7,2,0,1,0,0,0,1,Sales and Marketing
1525,69,82,2,16,13,1.1714285714285715,9,3,2,389,0.5900104315167836,3,3,4,1,16,17,11,1,0,2,0,1,0,0,Quality Assurance
1526,68,88,2,16,17,1.2753623188405796,7,1,2,79,1.382295652748395,3,3,4,1,32,12,7,3,0,1,0,0,0,1,Quality Assurance
1527,71,85,2,15,11,1.1805555555555556,3,3,3,43,1.9156629695102998,4,5,6,3,19,14,20,4,0,2,0,0,0,0,Development Department
1528,81,71,3,10,12,0.8658536585365854,5,4,7,70,1.8979004672222393,4,5,3,1,10,10,16,1,0,2,0,0,0,0,Development Department
1529,70,86,2,16,15,1.2112676056338028,8,3,6,131,1.6661378370657007,3,2,6,0,24,19,18,1,0,3,0,1,0,0,Sales and Marketing
1530,89,97,3,16,16,1.0777777777777777,8,1,2,119,1.648198985803855,4,2,5,0,13,14,12,3,1,1,0,0,0,1,Quality Assurance
1531,72,101,2,15,17,1.3835616438356164,3,1,5,137,1.1316996866587565,4,3,5,0,16,12,3,2,0,0,1,0,0,1,Quality Assurance
1532,55,80,2,11,10,1.4285714285714286,8,2,4,65,1.6303273916547336,3,3,4,0,8,12,12,1,0,1,0,1,0,0,Research and Development
1533,58,98,2,8,21,1.6610169491525424,6,3,4,40,1.7469891574464165,3,5,6,2,19,18,11,3,0,1,0,1,0,0,Sales and Marketing
1534,73,76,2,11,18,1.027027027027027,13,1,7,69,0.9051818515396404,3,4,5,1,27,13,14,0,0,2,0,1,0,0,Development Department
1535,62,83,2,12,13,1.3174603174603174,7,1,2,122,1.3611681847946133,4,1,4,0,24,10,3,2,0,1,0,0,0,1,Research and Development
1536,70,102,2,15,18,1.4366197183098592,4,2,2,568,0.5034783574747521,4,2,4,0,22,15,8,2,0,0,0,0,0,1,Quality Assurance
1537,60,93,2,9,12,1.5245901639344261,6,1,3,133,0.521584914205443,3,6,5,2,22,7,16,0,0,0,0,0,0,0,Development Department
1538,79,76,3,12,14,0.95,6,2,4,66,1.2003382921519705,3,4,4,1,20,14,12,2,0,3,0,0,0,0,Sales and Marketing
1539,79,82,3,14,14,1.025,7,6,2,100,1.3336511707427874,5,3,4,1,28,13,8,1,0,0,0,0,0,1,Quality Assurance
1540,54,95,2,14,21,1.7272727272727273,9,3,7,73,1.7699342691017188,3,4,4,3,28,10,5,2,0,0,0,0,0,0,Sales and Marketing
1541,72,103,2,14,25,1.4109589041095891,4,1,2,276,1.8810839649258988,3,2,4,0,26,13,4,0,0,0,1,0,0,1,Research and Development
1542,74,90,2,11,12,1.2,8,3,3,242,1.1528922937565438,3,2,5,1,28,12,9,3,0,1,0,0,0,1,Research and Development
1543,68,93,2,13,13,1.3478260869565217,6,4,2,117,1.5935176470623218,4,2,4,1,28,14,6,1,0,0,0,0,1,1,Research and Development
1544,67,93,2,13,18,1.3676470588235294,6,5,2,127,1.4794530329226054,4,3,4,0,22,13,10,1,0,1,0,0,0,1,IT Infrastructure
1545,68,79,2,16,11,1.144927536231884,11,3,5,114,1.6106622744786625,4,4,3,2,23,12,8,2,0,3,0,1,0,0,Sales and Marketing
1546,75,87,3,13,15,1.144736842105263,10,4,3,186,0.72682692296934,4,3,6,1,20,19,14,2,0,1,0,1,0,0,Research and Development
1547,73,85,2,15,12,1.1486486486486487,7,2,2,202,0.7035316263063176,4,2,4,2,31,12,7,3,0,1,0,1,0,0,Research and Development
1548,77,86,3,13,18,1.1025641025641026,10,2,4,96,1.4396318325265263,3,5,6,0,25,15,9,3,0,1,0,1,0,0,Sales and Marketing
1549,67,82,2,11,15,1.2058823529411764,7,2,2,114,0.5569808972961912,5,2,5,2,29,9,7,0,0,0,0,0,0,1,Research and Development
1550,73,86,2,21,19,1.162162162162162,6,2,3,269,0.9650318246396148,4,2,4,0,24,11,5,1,0,1,1,0,0,1,Sales and Marketing
1551,69,92,2,16,15,1.3142857142857143,6,3,3,313,1.5958631675494004,4,4,7,3,18,12,16,2,0,0,0,1,0,0,Quality Assurance
1552,70,72,2,18,13,1.0140845070422535,10,1,3,73,1.9171910192520625,3,5,5,1,20,13,12,2,0,1,0,0,0,0,Sales and Marketing
1553,73,98,2,20,15,1.3243243243243243,5,2,2,62,0.7439859317516045,4,3,5,0,36,8,8,1,0,1,0,0,0,1,Sales and Marketing
1554,68,84,2,23,15,1.2173913043478262,7,3,6,70,0.924843159201251,4,4,4,2,17,17,5,2,0,0,0,0,0,0,IT Infrastructure
1555,74,90,2,25,16,1.2,8,4,2,143,0.5813784373565487,4,2,3,0,37,7,7,2,0,0,0,0,0,1,Quality Assurance
1556,65,89,2,15,20,1.3484848484848484,5,1,2,314,0.644412528483713,3,3,5,1,21,9,3,1,0,0,0,0,0,1,IT Infrastructure
1557,59,100,2,14,15,1.6666666666666667,5,3,5,155,1.9679869052201084,4,4,5,3,27,16,15,1,0,3,0,0,0,0,Research and Development
1558,77,106,3,11,14,1.358974358974359,6,2,2,106,1.325445942094313,4,3,5,1,27,13,7,0,0,2,0,0,1,1,Sales and Marketing
1559,77,90,3,20,14,1.1538461538461537,5,2,2,1091,1.3734440860598123,5,2,4,0,31,14,6,3,0,0,0,0,1,1,Quality Assurance
1560,78,107,3,9,18,1.3544303797468353,5,1,2,368,0.8594940752308508,4,2,5,1,23,11,10,1,0,0,0,0,0,1,IT Infrastructure
1561,65,78,2,13,10,1.1818181818181819,8,2,4,38,0.6906672791471276,4,3,5,2,23,11,17,2,0,0,0,1,0,0,Sales and Marketing
1562,62,78,2,12,11,1.2380952380952381,9,2,6,36,1.4911144817195054,4,2,5,0,13,11,20,0,0,0,0,1,0,0,Development Department
1563,66,81,2,16,16,1.208955223880597,4,4,2,309,1.264822244395582,4,3,4,2,26,12,7,1,0,2,0,0,0,0,IT Infrastructure
1564,65,89,2,10,23,1.3484848484848484,11,3,3,84,1.5959415994743944,5,2,4,1,30,8,9,1,0,1,0,0,1,1,Quality Assurance
1565,78,86,3,19,14,1.0886075949367089,7,5,4,51,0.6172673464957545,3,3,4,2,17,15,4,1,0,2,0,0,0,0,IT Infrastructure
1566,66,84,2,17,20,1.2537313432835822,5,2,1,91,1.5802657575827674,4,2,5,1,19,17,8,2,0,1,0,0,0,1,IT Infrastructure
1567,75,92,3,15,16,1.2105263157894737,8,1,6,136,0.7057591665847922,4,2,4,0,21,12,16,1,0,1,0,0,0,0,IT Infrastructure
1568,63,67,2,12,20,1.046875,12,3,7,85,1.4420653260835579,3,5,5,1,28,16,18,3,0,3,0,1,0,0,Research and Development
1569,74,114,2,16,13,1.52,6,1,2,118,0.7827640092479817,4,2,5,1,23,14,9,2,0,0,0,0,0,1,Development Department
1570,76,77,3,13,12,1.0,11,3,8,65,1.0556163147516309,3,6,5,0,24,13,8,1,0,1,0,0,0,0,Quality Assurance
1571,78,97,3,16,18,1.2278481012658229,9,4,2,338,1.6994437269475564,5,2,5,1,28,11,5,3,0,1,0,0,1,1,Quality Assurance
1572,68,101,2,13,15,1.463768115942029,7,3,4,236,1.088159480167287,4,6,5,3,25,17,9,3,0,3,0,0,0,0,Quality Assurance
1573,58,80,2,13,13,1.3559322033898304,10,2,5,248,1.0750125778831585,4,4,6,3,31,15,11,0,0,0,0,1,0,0,Sales and Marketing
1574,70,84,2,9,15,1.1830985915492958,10,3,7,115,0.87473376575949,3,4,5,1,22,18,11,2,0,0,0,1,0,0,Quality Assurance
1575,63,81,2,13,16,1.265625,3,6,4,90,0.7088477312102346,3,3,5,1,33,13,2,2,0,0,0,0,1,1,Quality Assurance
1576,81,71,3,19,13,0.8658536585365854,5,3,2,77,1.0231385214356168,3,6,6,0,30,19,10,2,0,1,0,1,0,0,Development Department
1577,76,83,3,14,11,1.077922077922078,6,2,2,165,1.4340086073272929,5,2,4,1,19,12,10,1,0,0,0,0,0,1,Sales and Marketing
1578,71,78,2,18,11,1.0833333333333333,6,2,4,68,0.6687555538878227,3,5,5,2,21,17,16,3,0,3,0,1,0,0,Sales and Marketing
1579,70,85,2,19,19,1.1971830985915493,4,5,6,310,1.3143064098565866,4,3,4,1,18,6,12,1,0,0,0,0,0,1,IT Infrastructure
1580,72,93,2,16,17,1.273972602739726,8,3,2,195,1.0325796872598656,3,3,5,1,26,8,7,0,0,1,0,0,0,1,Research and Development
1581,66,73,2,11,10,1.0895522388059702,13,1,3,149,0.7017324544523593,4,3,4,1,22,15,1,1,0,1,0,0,0,1,Sales and Marketing
1582,75,78,3,20,14,1.0263157894736843,4,1,1,74,1.7392340576814433,3,3,3,1,26,12,9,1,0,1,0,0,0,1,Sales and Marketing
1583,53,71,2,12,11,1.3148148148148149,6,1,7,57,1.1996887440529949,3,5,3,0,25,16,11,1,0,2,0,1,0,0,Development Department
1584,53,98,2,17,14,1.8148148148148149,7,9,7,498,0.8425512897511668,4,4,7,2,21,13,13,3,0,1,0,1,0,0,Quality Assurance
1585,66,73,2,12,13,1.0895522388059702,3,1,5,123,1.1394750050249234,4,3,4,1,30,16,13,2,0,1,0,0,0,0,Sales and Marketing
1586,70,78,2,13,19,1.0985915492957747,7,2,5,165,1.712003360006519,3,2,4,2,28,14,12,4,0,0,0,1,0,0,Sales and Marketing
1587,81,83,3,13,20,1.0121951219512195,6,2,2,41,0.8095853036962377,3,5,4,2,25,16,13,3,0,3,0,0,0,0,Research and Development
1588,73,108,2,14,18,1.4594594594594594,7,2,2,307,0.6265782794451895,3,2,4,1,28,12,5,0,0,0,1,0,0,1,Development Department
1589,75,78,3,12,12,1.0263157894736843,8,2,3,192,0.6974257388135716,3,2,3,1,25,15,5,2,1,1,0,0,0,1,Research and Development
1590,79,83,3,16,20,1.0375,8,4,5,44,1.1206022136676783,3,2,3,1,25,20,10,2,0,3,0,1,0,0,Sales and Marketing
1591,72,105,2,14,16,1.4383561643835616,3,2,2,132,1.7216746664589349,3,2,4,0,25,10,9,1,0,1,0,0,0,1,Sales and Marketing
1592,60,74,2,17,19,1.2131147540983607,7,3,4,97,1.3023154047503356,3,3,6,3,26,11,10,3,0,1,0,0,0,0,Development Department
1593,75,82,3,15,24,1.0789473684210527,6,1,1,324,1.762506194385939,4,3,4,0,29,11,8,1,0,0,0,0,0,1,IT Infrastructure
1594,72,85,2,17,17,1.1643835616438356,12,4,5,423,0.7522908227573634,3,2,3,3,15,14,10,0,0,1,0,0,0,0,IT Infrastructure
1595,74,86,2,15,15,1.1466666666666667,9,1,2,147,0.6761177415609836,3,2,3,0,19,8,6,1,0,1,0,0,0,1,Sales and Marketing
1596,75,84,3,10,13,1.105263157894737,3,2,1,269,1.5665373403260248,3,4,6,3,33,18,11,0,0,1,0,1,0,0,Sales and Marketing
1597,77,95,3,12,13,1.2179487179487178,5,1,1,108,0.7035724012671916,4,3,4,1,17,11,12,2,0,1,0,0,0,1,Research and Development
1598,78,99,3,17,20,1.2531645569620253,2,5,2,147,1.1782713094825765,3,3,4,1,28,9,8,3,1,1,0,0,0,1,Research and Development
1599,60,89,2,15,19,1.459016393442623,9,4,3,73,1.653217381463,3,5,4,3,24,12,3,1,0,2,0,1,0,0,Research and Development
1600,76,82,3,17,12,1.0649350649350648,7,3,2,177,1.3294753076079013,4,5,4,3,28,14,12,2,0,3,0,0,0,0,Quality Assurance
1601,64,87,2,14,14,1.3384615384615384,9,1,4,79,1.2563242655364981,4,2,5,0,27,9,9,2,0,1,0,0,0,1,Sales and Marketing
1602,73,79,2,14,12,1.0675675675675675,10,4,3,179,0.9090642650017441,3,3,6,2,15,13,12,2,0,1,0,1,0,0,Quality Assurance
1603,65,92,2,13,15,1.393939393939394,6,2,3,159,1.3157108088358695,3,3,4,1,20,17,8,1,1,0,0,0,0,1,IT Infrastructure
1604,88,89,3,19,16,1.0,5,1,1,151,1.5256883356596278,4,2,4,0,24,9,5,3,0,1,1,0,0,1,Sales and Marketing
1605,48,78,1,18,9,1.5918367346938775,4,4,4,131,0.5372774067664259,3,3,5,1,17,11,5,1,0,3,0,0,0,0,Sales and Marketing
1606,68,75,2,15,12,1.0869565217391304,4,1,1,67,1.2453557957919876,4,6,5,2,20,14,8,3,0,2,0,1,0,0,Development Department
1607,85,91,3,15,13,1.058139534883721,8,1,2,889,1.936342846814624,5,3,5,0,24,11,3,1,0,0,0,0,0,1,Sales and Marketing
1608,63,102,2,15,19,1.59375,3,1,1,112,1.7627978265099906,3,2,4,1,28,7,11,2,0,0,0,0,0,1,IT Infrastructure
1609,67,90,2,11,15,1.3235294117647058,6,3,4,154,1.9257382144601163,3,6,5,2,21,15,16,1,0,1,0,1,0,0,Sales and Marketing
1610,53,87,2,18,16,1.6111111111111112,7,4,6,297,1.991813131005807,4,2,6,2,23,9,21,2,0,3,0,0,0,0,Quality Assurance
1611,73,85,2,17,13,1.1486486486486487,6,1,5,145,0.7024062795770161,4,5,3,2,26,8,10,0,0,2,0,1,0,0,Sales and Marketing
1612,60,75,2,14,17,1.2295081967213115,7,7,2,34,1.014284595354606,3,3,7,2,18,13,14,2,0,3,0,1,0,0,Quality Assurance
1613,69,98,2,11,14,1.4,11,1,5,469,1.1096926869208257,4,3,4,0,16,12,9,1,0,0,0,0,0,1,Research and Development
1614,54,69,2,16,17,1.2545454545454546,6,3,4,34,1.6359416937747393,3,3,7,2,32,16,10,1,0,0,0,1,0,0,Research and Development
1615,74,78,2,15,10,1.04,9,4,2,147,1.0380517158706433,4,2,3,1,35,11,14,3,0,0,0,0,0,1,Development Department
1616,72,77,2,11,16,1.0547945205479452,12,3,3,85,1.8674127714090238,4,4,5,3,31,15,5,1,0,0,0,0,0,0,Sales and Marketing
1617,64,91,2,10,20,1.4,3,1,5,1237,1.6475437370895132,4,4,4,0,21,14,11,1,0,2,0,1,0,0,Research and Development
1618,76,87,3,15,14,1.12987012987013,4,2,2,122,1.9914532540028709,3,2,4,0,35,4,6,1,0,0,0,0,0,1,Research and Development
1619,67,79,2,16,13,1.161764705882353,9,2,4,57,1.7185370984357862,3,6,7,0,11,15,17,0,0,3,0,1,0,0,Development Department
1620,86,113,3,20,18,1.2988505747126438,9,1,3,114,1.5251718764899045,5,2,5,0,30,12,3,1,0,1,0,0,0,1,Development Department
1621,69,105,2,15,18,1.5,3,3,1,256,1.3954069061943626,3,3,4,0,32,10,10,0,0,1,0,0,0,1,Sales and Marketing
1622,56,91,2,12,11,1.5964912280701755,9,2,4,719,0.8480839458145291,4,4,5,2,24,16,8,2,0,2,0,0,0,0,Quality Assurance
1623,67,82,2,10,11,1.2058823529411764,5,9,2,135,1.7296582025352998,3,2,4,0,28,14,12,1,0,0,0,0,0,1,Sales and Marketing
1624,75,76,3,17,11,1.0,7,1,4,73,0.5298472076838767,3,3,6,1,20,15,9,0,0,3,0,1,0,0,Quality Assurance
1625,77,70,3,17,13,0.8974358974358975,6,2,7,116,1.100544203635443,4,4,3,0,26,5,6,4,0,1,0,0,0,1,Development Department
1626,53,98,2,14,23,1.8148148148148149,6,3,2,199,1.2152565322075835,4,4,6,3,23,18,17,1,0,0,0,1,0,0,IT Infrastructure
1627,72,101,2,10,19,1.3835616438356164,2,1,2,121,1.7925258196805365,4,2,5,0,32,9,5,2,1,1,0,0,0,1,Sales and Marketing
1628,72,76,2,23,14,1.0410958904109588,7,3,4,167,0.7761129178142179,4,4,4,2,21,11,7,3,0,2,0,1,0,0,IT Infrastructure
1629,69,94,2,16,12,1.3428571428571427,7,4,4,78,1.8456957643686034,4,3,7,2,21,11,11,3,0,3,0,1,0,0,Quality Assurance
1630,67,87,2,16,18,1.2794117647058822,8,1,2,124,1.8789121733196348,4,3,4,0,33,15,1,3,1,1,0,0,0,1,Sales and Marketing
1631,69,95,2,14,14,1.3571428571428572,4,2,3,132,0.5525549516833692,3,2,5,0,31,14,12,0,0,1,1,0,0,1,IT Infrastructure
1632,48,81,1,11,10,1.653061224489796,8,2,5,124,0.5301494093311409,3,3,5,2,23,18,14,2,0,1,0,0,0,0,IT Infrastructure
1633,76,88,3,11,18,1.1428571428571428,7,5,4,84,1.8915822699562752,4,5,5,2,18,9,6,1,0,2,0,0,0,0,Sales and Marketing
1634,77,83,3,12,18,1.064102564102564,4,4,2,555,1.9441834298895584,4,5,4,2,21,17,8,3,0,1,0,0,0,0,IT Infrastructure
1635,73,104,2,16,20,1.4054054054054055,9,1,3,116,1.8500610639321757,4,3,4,0,32,16,5,0,0,0,0,0,0,1,Sales and Marketing
1636,71,88,2,15,10,1.2222222222222223,5,2,3,213,0.6931306809546358,4,3,4,1,26,12,5,1,0,1,0,0,0,1,IT Infrastructure
1637,87,87,3,14,14,0.9886363636363636,5,2,3,251,0.9344979635647466,5,2,5,0,18,10,7,3,0,1,0,0,0,1,Development Department
1638,73,79,2,19,15,1.0675675675675675,8,2,3,148,1.2815395489976762,5,3,3,1,35,9,14,2,0,0,0,0,0,1,Sales and Marketing
1639,78,77,3,21,8,0.9746835443037974,9,2,2,85,0.7839887243364921,5,3,3,0,36,12,9,1,0,0,0,0,0,1,Development Department
1640,71,100,2,13,16,1.3888888888888888,3,1,1,151,1.815199275923128,3,3,5,0,33,11,8,0,0,1,0,0,0,1,Research and Development
1641,70,78,2,16,13,1.0985915492957747,8,3,2,104,1.457147562249482,4,3,5,0,30,9,7,2,0,1,0,0,0,1,Development Department
1642,77,85,3,15,15,1.0897435897435896,7,3,6,102,1.5943655606630396,4,2,6,1,23,13,19,2,0,1,0,1,0,0,IT Infrastructure
1643,59,90,2,16,17,1.5,5,2,5,118,1.51568700332791,3,3,6,2,30,16,15,1,0,1,0,1,0,0,Quality Assurance
1645,63,95,2,20,15,1.484375,4,1,3,210,0.9895295044794639,3,6,6,0,19,14,14,0,0,2,0,1,0,0,Development Department
1646,63,84,2,14,14,1.3125,4,4,4,91,0.5401748135198343,4,4,6,1,26,17,17,0,0,1,0,0,0,0,Development Department
1647,62,77,2,11,16,1.2222222222222223,9,3,2,91,1.7785506489845582,4,3,4,3,29,15,11,1,0,1,0,0,0,0,Quality Assurance
1648,65,92,2,18,23,1.393939393939394,5,1,4,203,1.4727993587651735,5,2,4,0,21,15,9,0,0,1,0,0,0,1,Quality Assurance
1649,78,90,3,22,15,1.139240506329114,10,2,5,286,1.052530627133335,4,6,5,2,16,15,8,1,0,2,0,0,0,0,Development Department
1650,65,76,2,16,11,1.1515151515151516,8,1,6,261,0.6409176866610136,4,2,4,0,23,16,6,2,1,2,0,0,0,1,Research and Development
1651,73,104,2,13,15,1.4054054054054055,7,2,2,481,1.150849270753241,4,2,5,0,27,13,8,2,0,1,0,0,0,1,Quality Assurance
1652,73,90,2,23,22,1.2162162162162162,6,5,5,58,0.6132507081457137,4,2,5,2,29,14,10,1,0,2,0,0,0,0,Quality Assurance
1653,69,99,2,11,15,1.4142857142857144,5,1,3,90,1.7140556542540197,4,3,4,0,22,14,8,0,0,1,0,0,0,1,Quality Assurance
1654,72,96,2,19,25,1.3150684931506849,6,3,4,44,1.2932983565039253,4,4,6,2,21,13,9,2,0,2,0,1,0,0,Sales and Marketing
1655,78,103,3,22,15,1.3037974683544304,7,1,3,319,0.7769860323473586,3,2,5,0,30,11,7,2,0,1,0,0,0,1,Development Department
1656,76,84,3,13,19,1.0909090909090908,10,1,4,30,1.5901801948747591,3,3,5,1,29,13,10,1,0,0,0,1,0,0,Research and Development
1657,62,58,2,12,14,0.9206349206349206,8,2,4,75,1.6902525212172663,3,3,3,2,21,11,7,2,0,1,0,0,0,0,Quality Assurance
1658,70,97,2,14,16,1.3661971830985915,5,1,1,161,0.6912897091910051,5,3,4,0,21,12,9,3,0,0,0,0,0,1,Sales and Marketing
1659,72,96,2,19,19,1.3150684931506849,5,1,3,731,1.1817004607938817,4,2,4,1,29,13,11,1,0,0,1,0,0,1,IT Infrastructure
1660,73,78,2,17,16,1.054054054054054,9,6,5,131,0.6915331832805585,4,5,5,0,19,18,15,1,0,0,0,1,0,0,IT Infrastructure
1661,73,105,2,13,23,1.4189189189189189,5,2,8,297,1.8096110282908846,4,3,4,0,33,16,6,3,1,1,0,0,0,1,Quality Assurance
1662,86,90,3,20,19,1.0344827586206897,5,2,1,120,1.8663338105746232,3,3,4,1,24,9,12,2,0,0,0,0,1,1,Research and Development
1663,64,88,2,11,14,1.353846153846154,6,2,3,610,1.0345075557415417,5,3,4,1,24,20,10,0,0,0,0,0,0,1,Research and Development
1664,59,83,2,15,13,1.3833333333333333,4,3,3,25,1.7848617611470208,4,5,5,3,23,16,12,1,0,2,0,0,0,0,Development Department
1665,75,83,3,20,16,1.0921052631578947,7,4,5,84,0.9869773880050037,4,2,6,3,22,7,17,2,0,1,0,1,0,0,Quality Assurance
1666,73,87,2,14,13,1.1756756756756757,7,4,3,77,1.8199567363449205,4,4,7,1,22,18,11,2,0,1,0,1,0,0,IT Infrastructure
1667,65,96,2,12,22,1.4545454545454546,8,3,3,173,0.743267061788105,3,5,4,1,29,14,13,3,0,1,0,0,0,0,Development Department
1668,71,70,2,21,15,0.9722222222222222,4,7,1,172,1.5821970292672245,3,2,3,1,19,9,16,2,0,2,0,1,0,0,Research and Development
1669,68,100,2,12,18,1.4492753623188406,3,1,2,159,1.099941568681071,4,3,5,0,21,7,10,1,0,1,1,0,0,1,Development Department
1670,66,88,2,16,19,1.3134328358208955,8,3,6,88,1.3400833382632593,4,3,7,1,20,10,17,1,0,2,0,0,0,0,IT Infrastructure
1671,70,91,2,14,17,1.2816901408450705,5,3,2,114,1.9700934095784044,4,4,5,3,23,14,12,2,0,2,0,0,0,0,Research and Development
1672,91,82,3,16,16,0.8913043478260869,6,1,2,308,1.3967355727487494,3,3,4,1,18,13,3,2,0,0,0,0,0,1,Sales and Marketing
1673,60,62,2,13,20,1.0163934426229508,5,1,4,167,1.1244684570796402,3,5,5,0,29,11,12,1,0,2,0,0,0,0,Sales and Marketing
1674,66,81,2,12,12,1.208955223880597,6,7,3,112,1.4548329517991285,4,4,4,2,25,18,8,1,0,2,0,1,0,0,Quality Assurance
1675,78,104,3,17,22,1.3164556962025316,5,4,2,427,1.731173910062215,4,3,5,0,27,9,11,2,0,1,1,0,0,1,Development Department
1676,60,93,2,16,12,1.5245901639344261,3,6,2,38,0.7447617003462502,3,6,5,2,17,14,9,0,0,1,0,0,0,0,Research and Development
1677,61,91,2,20,20,1.467741935483871,7,1,3,186,1.2708068099901824,4,3,4,1,20,16,9,1,0,1,0,0,0,1,Quality Assurance
1678,73,93,2,17,13,1.2567567567567568,5,1,5,153,0.7128413369502586,4,3,5,1,31,16,7,0,0,1,0,0,0,1,Development Department
1679,67,75,2,17,15,1.1029411764705883,7,2,3,193,1.0731926014707371,4,3,4,2,28,10,7,2,0,0,0,0,0,1,IT Infrastructure
1680,71,94,2,10,15,1.3055555555555556,9,2,4,447,1.0201597876793702,3,2,5,0,21,13,9,2,0,3,0,0,0,0,Research and Development
1681,75,76,3,17,18,1.0,5,3,2,420,0.8048856459318243,5,3,4,0,17,12,9,2,0,1,0,0,0,1,Development Department
1682,67,91,2,15,10,1.338235294117647,5,1,2,82,0.5038100414473141,3,2,4,1,22,12,8,1,0,1,1,0,0,1,Research and Development
1683,70,87,2,16,16,1.2253521126760563,6,3,5,437,1.8488696884018374,4,3,7,2,22,11,7,0,0,3,0,1,0,0,Development Department
1684,64,88,2,15,17,1.353846153846154,9,2,2,67,1.3844944037547011,5,2,5,0,27,9,6,0,0,0,0,0,0,1,IT Infrastructure
1685,71,90,2,10,16,1.25,9,2,5,266,1.864303027098666,3,1,5,3,28,15,15,1,0,1,0,1,0,0,Research and Development
1686,67,102,2,10,16,1.5,6,2,4,194,1.5579931175966582,5,3,4,0,25,7,5,0,0,0,0,0,0,1,Sales and Marketing
1687,60,92,2,11,13,1.5081967213114753,8,1,4,97,1.442908838149851,3,3,7,3,24,5,9,1,0,2,0,0,0,0,IT Infrastructure
1688,78,76,3,15,14,0.9620253164556962,7,4,3,137,1.2394820958514097,3,5,5,2,30,16,12,0,0,2,0,0,0,0,Development Department
1689,85,91,3,17,17,1.058139534883721,8,2,2,312,1.6048778293229584,3,2,4,0,28,12,10,2,0,1,0,0,0,1,Research and Development
1690,71,66,2,14,9,0.9166666666666666,8,3,3,47,1.6145175551626594,3,5,5,2,24,13,12,1,0,2,0,0,0,0,IT Infrastructure
1691,81,92,3,13,16,1.1219512195121952,8,2,2,302,1.6952160266905572,3,2,4,2,30,8,7,2,0,1,0,0,0,1,Development Department
1692,79,79,3,26,14,0.9875,4,1,2,211,1.7052534494080887,4,2,4,1,32,13,4,1,1,0,0,0,1,1,Sales and Marketing
1693,68,85,2,24,13,1.2318840579710144,7,4,5,53,0.9596314350255402,3,4,5,0,31,12,12,1,0,2,0,0,0,0,Sales and Marketing
1694,65,92,2,15,14,1.393939393939394,6,2,6,187,1.5879710190260308,3,4,6,2,27,16,6,2,0,1,0,0,0,0,Development Department
1695,93,84,3,14,15,0.8936170212765957,8,1,5,98,0.9080947826460573,3,1,5,1,29,13,1,2,0,0,0,0,0,1,Sales and Marketing
1696,58,103,2,16,23,1.7457627118644068,4,2,2,160,1.5829433515328852,5,2,5,0,23,10,9,1,0,0,0,0,1,1,IT Infrastructure
1697,70,120,2,15,19,1.6901408450704225,4,1,3,108,1.9551659417673564,5,3,5,1,19,10,5,2,1,1,0,0,1,1,Sales and Marketing
